OBJECTID,Date,Time,Location,City,Latitude,Longitude,Direction,Type,Lanes_Bloc,Involved,Tweet,Source
693,2018-09-13 00:00:00,8:55 PM,C5 WILCON DEPOT,Quezon City,14.596972,121.079558,SB,VEHICULAR ACCIDENT,1,VAN AND CAR,MMDA ALERT: Vehicular accident at C5 Wilcon Depot SB involving van and car as of 8:55 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040224254090854400
694,2018-09-13 00:00:00,10:15 PM,EDSA GUADALUPE CLOVERLEAF,Makati City,14.567603,121.045759,NB,VEHICULAR ACCIDENT,1,BUS AND CAR,MMDA ALERT: Vehicular accident at EDSA Guadalupe cloverleaf NB involving bus and car as of 10:15 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1040247414718754817
695,2018-09-13 00:00:00,11:00 PM,ATENEO KATIPUNAN,Quezon City,14.638481,121.07454,NB,VEHICULAR ACCIDENT,1,ELF TRUCK AND TRUCK,MMDA ALERT: Vehicular accident at Ateneo Katipunan NB involving elf truck and truck as of 11:00 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1040259976370028547
696,2018-09-13 00:00:00,11:11 PM,EDSA KAMUNING,Quezon City,14.630769,121.045945,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Kamuning SB as of 11:11 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1040260206415040512
697,2018-09-13 00:00:00,7:22 AM,BONI SERRANO 20TH AVE.,Quezon City,14.613607,121.066328,WB,VEHICULAR ACCIDENT,1,SUV AND MC,MMDA ALERT: Vehicular accident at Boni Serrano 20th Ave. WB involving SUV and MC as of 7:22 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040383620630888448
698,2018-09-14 00:00:00,7:53 AM,EDSA PIONEER,Mandaluyong,14.572454,121.047299,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Pioneer NB as of 7:53 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040391168805285895
699,2018-09-14 00:00:00,7:56 AM,SM STA. MESA,San Juan,14.604444,121.01885,WB,STALLED CAR DUE TO MECHANICAL PROBLEM,1,CAR,MMDA ALERT: Stalled car due to mechanical problem at SM Sta. Mesa WB as of 7:56 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040391250346733571
700,2018-09-14 00:00:00,8:05 AM,C5 KALAYAAN AVE.,Makati City,14.55622,121.063099,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to mechanical problem at C5 Kalayaan Ave. SB as of 8:05 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040397930929152000
701,2018-09-14 00:00:00,8:23 AM,ORTIGAS CROWN PLAZA,Pasig City,14.590547,121.060877,EB,STALLED CAR DUE TO MECHANICAL PROBLEM,1,CAR,MMDA ALERT: Stalled car due to mechanical problem at Ortigas Crown Plaza EB as of 8:23 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040398012244062208
702,2018-09-14 00:00:00,8:37 AM,EDSA STARMALL SPLIT,Mandaluyong,14.582431,121.054467,SB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1,TAXI,MMDA ALERT: Stalled taxi due to mechanical problem at EDSA Starmall Split SB as of 8:37 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040406206941032448
703,2018-09-14 00:00:00,8:50 AM,C5 LANUZA,Pasig City,14.577625,121.073462,SB,ONGOING MMDA FLOOD CONTROL DECLOGGING,1,None,MMDA ALERT: Ongoing MMDA Flood Control declogging at C5 Lanuza SB as of 8:50 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040406311891083266
704,2018-09-14 00:00:00,8:58 AM,C5 BAGONG ILOG FLYOVER,Pasig City,14.564141,121.069619,SB,VEHICULAR ACCIDENT,1,SUV AND CAR,MMDA ALERT: Vehicular accident at C5 Bagong Ilog flyover SB involving SUV and car as of 8:58 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040406364080693248
705,2018-09-14 00:00:00,9:21 AM,C5 LANUZA,Pasig City,14.577625,121.073462,NB,VEHICULAR ACCIDENT,1,2 MC,MMDA ALERT: Vehicular accident at C5 Lanuza NB involving 2 MC as of 9:21 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040412043197575168
706,2018-09-14 00:00:00,9:40 AM,EDSA MRT ORTIGAS,Quezon City,14.593155,121.058494,SB,VEHICULAR ACCIDENT,1,2 BUS,MMDA ALERT: Vehicular accident at EDSA MRT Ortigas SB involving 2 bus as of 9:40 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040416959873966080
707,2018-09-14 00:00:00,10:19 AM,EDSA PIONEER,Mandaluyong,14.572454,121.047299,NB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Pioneer NB involving 2 buses as of 10:19 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040426196532584448
708,2018-09-14 00:00:00,10:30 AM,AURORA KATIPUNAN,Quezon City,14.631692,121.074217,WB,VEHICULAR ACCIDENT,1,TRUCK AND CAR,MMDA ALERT: Vehicular accident at Aurora Katipunan WB involving truck and car as of 10:30 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040429270114299905
709,2018-09-14 00:00:00,10:33 AM,EDSA AGUINALDO GATE 2 NB,Quezon City,14.606095,121.057183,NB,RALLYIST,1,40 PAX,MMDA ALERT: Rallyist at EDSA Aguinaldo Gate 2 NB more or less 40 pax  as of 10:33 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040438061874655232
710,2018-09-14 00:00:00,11:10 AM,EDSA MAGALLANES LOADING BAY,Makati City,14.540271,121.016837,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Magallanes loading bay NB involving 2 cars as of 11:10 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040441113528549378
711,2018-09-14 00:00:00,11:15 AM,EDSA AURORA TUNNEL,Quezon City,14.621564,121.050149,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to mechanical problem at EDSA Aurora tunnel SB as of 11:15 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040441840174919680
712,2018-09-14 00:00:00,11:15 AM,EDSA AURORA TUNNEL,Quezon City,14.621564,121.050149,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to mechanical problem at EDSA Aurora tunnel SB as of 11:15 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040444675671257088
713,2018-09-14 00:00:00,11:31 AM,EDSA ROXAS FLYOVER,Pasay City,14.537063,120.992484,NB,STALLED ELF TRUCK DUE TO MECHANICAL PROBLEM,1,ELF TRUCK,MMDA ALERT: Stalled elf truck due to mechanical problem at EDSA Roxas flyover NB as of 11:31 AM. 1 lane occupied. M… https://t.co/Kq9dCDHxsZ,https://twitter.com/mmda/status/1040446134592856065
714,2018-09-14 00:00:00,11:31 AM,EDSA ROXAS FLYOVER,Pasay City,14.537063,120.992484,NB,STALLED ELF TRUCK DUE TO MECHANICAL PROBLEM,1,ELF TRUCK,MMDA ALERT: Stalled elf truck due to mechanical problem at EDSA Roxas flyover NB as of 11:31 AM. 1 lane occupied. M… https://t.co/I5sSG5Pe1o,https://twitter.com/mmda/status/1040449986440323072
715,2018-09-14 00:00:00,12:42 PM,C5 LANUZA,Pasig City,14.577625,121.073462,NB,VEHICULAR ACCIDENT,1,MC AND CAR,MMDA ALERT: Vehicular accident at C5 Lanuza NB involving MC and car as of 12:42 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040462327005376512
716,2018-09-14 00:00:00,2:16 PM,EDSA NEW YORK,Quezon City,14.625695,121.048294,SB,VEHICULAR ACCIDENT,1,TAXI AND BUS,MMDA ALERT: Vehicular accident at EDSA New York SB involving taxi and bus as of 2:16 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040488739221323777
717,2018-09-14 00:00:00,3:45 PM,EDSA PIONEER,Mandaluyong,14.572454,121.047299,NB,VEHICULAR ACCIDENT,2,VAN AND TAXI,MMDA ALERT: Vehicular accident at EDSA Pioneer NB involving van and taxi as of 3:45 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040512852627521536
718,2018-09-14 00:00:00,4:14 PM,COMMONWEALTH TANDANG SORA INTERSECTION,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,CAR AND VAN,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora Intersection EB involving car and van as of 4:14 PM. 1… https://t.co/WCp8I26cpM,https://twitter.com/mmda/status/1040517609622528000
719,2018-09-14 00:00:00,4:14 PM,COMMONWEALTH TANDANG SORA INTERSECTION,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,CAR AND VAN,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora Intersection EB involving car and van as of 4:14 PM. 1… https://t.co/iIUYjVl8RU,https://twitter.com/mmda/status/1040517894558248960
720,2018-09-14 00:00:00,4:19 PM,ROXAS BLVD. HYATT HOTEL,Parañaque,14.523095,120.993693,SB,STALLED TRUCK DUE TO FLAT TIRE,1,TRUCK,MMDA ALERT: Stalled truck due to flat tire at Roxas Blvd. fronting Hyatt Hotel SB as of 4:19 PM. 1 lane occupied. M… https://t.co/gOBbPWB322,https://twitter.com/mmda/status/1040517921003499526
721,2018-09-14 00:00:00,4:38 PM,EDSA P. TUAZON,Quezon City,14.616404,121.052548,NB,STALLED VAN DUE TO FLAT TIRE,1,VAN,MMDA ALERT: Stalled van due to flat tire at EDSA P. Tuazon NB as of 4:38 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040522769337917441
722,2018-09-14 00:00:00,5:51 PM,EDSA PIONEER,Mandaluyong,14.572454,121.047299,NB,VEHICULAR ACCIDENT,1,BUS AND CAR,MMDA ALERT: Vehicular accident at EDSA Pioneer NB involving bus and car as of 5:51 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040543970458140677
723,2018-09-14 00:00:00,5:57 PM,EDSA SHAW INT.,Mandaluyong,14.581153,121.053565,SB,VEHICULAR ACCIDENT,2,CAR AND AUV,MMDA ALERT: Vehicular accident at EDSA Shaw int. SB involving car and AUV as of 5:57 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040545012226899968
724,2018-09-14 00:00:00,7:41 PM,EDSA BANSALANGIN,Quezon City,14.656235,121.02736,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Bansalangin NB involving 2 cars as of 7:41 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040572914674946053
725,2018-09-14 00:00:00,7:56 PM,EDSA KALAYAAN,Makati City,14.55778,121.038293,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Kalayaan NB involving 2 cars as of 7:56 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040573473427468288
726,2018-09-15 00:00:00,2:06 AM,EDSA GUADALUPE,Makati City,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1,PICK-UP,MMDA ALERT: Vehicular accident at EDSA Guadalupe NB involving pick-up as of 2:06 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/MMDA/status/1040664548112363520
727,2018-09-15 00:00:00,4:42 AM,C.P. GARCIA INTERSECTION,Quezon City,14.654129,121.058513,NB,VEHICULAR ACCIDENT,1,CAR,MMDA ALERT: Vehicular accident at C.P.Garcia before intersection NB involving car as of 4:42 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/MMDA/status/1040707929714831360
728,2018-09-15 00:00:00,10:02 AM,SALES WEST SERVICE ROAD,Taguig,14.524435,121.025872,EB,VEHICULAR ACCIDENT,1,INNOVA AND CAR,MMDA ALERT: Vehicular accident at Sales West service road EB involving  innova  and car as of 10:02 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1040785478021144577
729,2018-09-15 00:00:00,11:50 AM,QUEZON AVE. AGHAM,Quezon City,14.646323,121.040861,EB,MULTIPLE COLLISION,2,"AUV, PICK-UP AND FX","MMDA ALERT: Multiple collision at Quezon Ave, Agham EB involving AUV, pick-up  and FX as of 11:50 AM. 2 lanes occupied MMDA on site. #mmda",https://twitter.com/mmda/status/1040815411489472512
730,2018-09-15 00:00:00,3:20 PM,MARCOS HIGHWAY BURGER KING U-TURN SLOT,None,14.621218,121.10425,EB,VEHICULAR ACCIDENT,1,SUV AND AUV,MMDA ALERT: Vehicular accident at Marcos Highway Burger King U-turn slot EB involving SUV and AUV  as of 3:20 PM. 1… https://t.co/c9vfUAkRdi,https://twitter.com/mmda/status/1040872536517468160
731,2018-09-15 00:00:00,5:14 PM,EDSA KALAYAAN,Makati City,14.55778,121.038293,NB,VEHICULAR ACCIDENT,1,CAR AND BUS,MMDA ALERT: Vehicular accident at EDSA Kalayaan NB  involving car and bus  as of 5:14 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040898709402386432
732,2018-09-15 00:00:00,6:47 PM,C5 BAGONG ILOG,Pasig City,14.564141,121.069619,SB,STALLED VAN DUE TO MECHANICAL PROBLEM ,1,VAN,MMDA ALERT: Stalled van due to mechanical problem  at C5 Bagong Ilog SB as of 6:47 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040918242150121472
733,2018-09-15 00:00:00,8:50 PM,EDSA MUÑOZ,Quezon City,14.657668,121.017212,SB,VEHICULAR ACCIDENT,1,CAR AND TAXI,MMDA ALERT: Vehicular accident at EDSA Muñoz SB involving car and taxi as of 8:50 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1040948616280469504
734,2018-09-15 00:00:00,10:20 PM,COMMONWEALTH MONTESSORI,Quezon City,14.668409,121.075076,WB,VEHICULAR ACCIDENT,1,CAR AND PEDESTRIAN,MMDA ALERT: Vehicular accident at Commonwealth Montessori WB involving car and pedestrian as of 10:20 PM 1 lane occupied. MMDA on site.,https://twitter.com/mmda/status/1040971469407215616
735,2018-09-15 00:00:00,10:34 PM,QUEZON AVE. D. TUAZON,Quezon City,14.620126,121.004343,EB,VEHICULAR ACCIDENT,1,BUS,MMDA ALERT: Vehicular accident at Quezon ave D. Tuazon EB involving bus as of 10:34 PM. 1 lane occupied. MMDA on site.#mmda,https://twitter.com/mmda/status/1040976000773808129
736,2018-09-15 00:00:00,6:15 PM,QUEZON AVE. FISHERMALL,Quezon City,14.633216,121.019723,WB,MULTIPLE COLLISION,None,"PUJ, UV EXPRESS AND SUV","MMDA ALERT: Multiple collision at Quezon Ave, Infront of fishermall WB involving PUJ, UV Express  and SUV as of 6:1… https://t.co/lG5WiW9ANm",https://twitter.com/mmda/status/1041093875979313153
737,2018-09-15 00:00:00,6:34 AM,EDSA SHAW,Mandaluyong,14.581153,121.053565,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Shaw SB as of 6:34 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041094890921189376
738,2018-09-15 00:00:00,6:35 AM,RMB ALTURA,None,None,None,EB,VEHICULAR ACCIDENT,1,MC AND CAR,MMDA ALERT: Vehicular accident at RMB Altura EB involving MC and car as of 6:35 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041100559141335040
739,2018-09-16 00:00:00,10:57 AM,EDSA MONTE,Quezon City,14.62385,121.049123,SB,ONGOING DPWH ROAD PATCHING,1,None,MMDA ALERT: Ongoing DPWH Road patching at EDSA Monte SB as of 10:57 AM. 1 lane occupied.  MMDA on site. #mmda,https://twitter.com/mmda/status/1041160519493664768
740,2018-09-16 00:00:00,11:33 AM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,SB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Reliance SB involving 2 buses as of 11:33 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041170534149414914
741,2018-09-16 00:00:00,11:44 AM,MARCOS HIGHWAY BURGER KING,None,14.621218,121.10425,WB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at Marcos Highway Burger King WB as of 11:44 AM. 1 lane occupie… https://t.co/2jKLsLRONv,https://twitter.com/mmda/status/1041173046621433857
742,2018-09-16 00:00:00,12:58 PM,RAMON MAGSAYSAY BLVD. PLAZA AVELINO,None,None,None,EB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at Ramon Magsaysay blvd. Plaza Avelino EB as of 12:58 PM. 1 lan… https://t.co/xU7OdZsqJx,https://twitter.com/mmda/status/1041196869324464128
743,2018-09-16 00:00:00,2:28 PM,EDSA SM NORTH,Quezon City,14.662621,121.0664,NB,VEHICULAR ACCIDENT,1,PICK-UP AND VAN,MMDA ALERT: Vehicular accident at EDSA SM North NB involving Pick-up and van as of 2:28 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041214403025096704
744,2018-09-16 00:00:00,2:30 PM,COMMONWEALTH LUZON,Quezon City,14.66533,121.070469,WB,VEHICULAR ACCIDENT,1,SUV AND MOTORCYCLE,MMDA ALERT: Vehicular accident at Commonwealth Luzon WB involving SUV and motorcycle as of 2:30 PM. 1 lane occupied… https://t.co/sgyY8DYBh3,https://twitter.com/mmda/status/1041214947944914946
745,2018-09-16 00:00:00,2:48 PM,COMMONWEALTH TANDANG SORA,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,CAR AND SUV,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora EB involving car and SUV as of 2:48 PM. 1 lane occupied… https://t.co/NBZmdkkO6Z,https://twitter.com/mmda/status/1041219941813239808
746,2018-09-16 00:00:00,2:59 PM,EDSA MUÑOZ,Quezon City,14.657668,121.017212,SB,VEHICULAR ACCIDENT,2,BUS AND CAR,MMDA ALERT: Vehicular accident at EDSA Muñoz SB involving bus and car as of 2:59 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041221309483503616
747,2018-09-16 00:00:00,3:10 PM,COMMONWEALTH SHOPWISE,Quezon City,14.676778,121.082556,EB,VEHICULAR ACCIDENT,2,CAR AND SUV,MMDA ALERT: Vehicular accident at Commonwealth Shopwise EB involving car and SUV as of 3:10 PM. 2 lanes occupied. M… https://t.co/WCsRHRNNVi,https://twitter.com/mmda/status/1041224499440435200
748,2018-09-16 00:00:00,3:41 PM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,NB,VEHICULAR ACCIDENT,2,CAR AND AUV,MMDA ALERT: Vehicular accident at EDSA Reliance NB involving car and AUV as of 3:41 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041237798227828736
749,2018-09-16 00:00:00,5:48 PM,C5 AURORA KATIPUNAN FLYOVER,Quezon City,14.631692,121.074217,NB,VEHICULAR ACCIDENT,1,CAR AND TAXI,MMDA ALERT: Vehicular accident at C5 Aurora Katipunan flyover NB involving car and taxi as of 5:48 PM. 1 lane occup… https://t.co/r6a7cVoDG4,https://twitter.com/mmda/status/1041264924960292864
750,2018-09-16 00:00:00,6:56 PM,COMMONWEALTH DON ANTONIO,Quezon City,14.677871,121.083158,EB,VEHICULAR ACCIDENT,1,CAR AND TAXI,MMDA ALERT: Vehicular accident at Commonwealth Don Antonio EB involving car and taxi as of 6:56 PM. 1 lane occupied… https://t.co/B7rFYOAGCS,https://twitter.com/mmda/status/1041280154373304320
751,2018-09-16 00:00:00,7:23 PM,COMMONWEALTH ST. PETER,Quezon City,14.681615,121.084757,WB,VEHICULAR ACCIDENTAT ,2,CAR AND UV EXPRESS,MMDA ALERT: Vehicular accident at at Commonwealth St. Peter WB involving car and UV express as of 7:23 PM. 2 lanes… https://t.co/eATVrmyTZb,https://twitter.com/mmda/status/1041289411931959296
752,2018-09-16 00:00:00,7:53 PM,EDSA NEW YORK,Quezon City,14.625695,121.048294,NB,VEHICULAR ACCIDENT,1,PICK-UP AND AUV,MMDA ALERT: Vehicular accident at EDSA New York NB involving Pick-up and AUV as of 7:53 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041295847512715264
753,2018-09-16 00:00:00,8:57 PM,EDSA A. DE JESUS,None,None,None,NB,VEHICULAR ACCIDENT,1,SUV AND VAN,MMDA ALERT: Vehicular accident at EDSA A. De Jesus NB involving SUV and van as of 8:57 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041312316434702337
754,2018-09-16 00:00:00,9:42 PM,COMMONWEALTH ST. PETER,Quezon City,14.681615,121.084757,EB,VEHICULAR ACCIDENT,2,CAR AND SUV,MMDA ALERT: Vehicular accident at Commonwealth St. Peter EB involving car and SUV as of 9:42 PM. 2 lanes occupied.… https://t.co/cv9B9R6P8W,https://twitter.com/mmda/status/1041323327602606080
755,2018-09-16 00:00:00,9:42 PM,COMMONWEALTH ST. PETER,Quezon City,14.681615,121.084757,EB,VEHICULAR ACCIDENT,2,CAR AND SUV,MMDA ALERT: Vehicular accident at Commonwealth St. Peter EB involving car and SUV as of 9:42 PM. 2 lanes occupied.… https://t.co/PiNz5rhrEa,https://twitter.com/mmda/status/1041323460796964869
756,2018-09-16 00:00:00,5:25 AM,MARCOS HIGHWAY BARANGKA,Marikina,14.629094,121.080009,WB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at Marcos Highway Barangka WB as of 5:25 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1041441462796210176
757,2018-09-16 00:00:00,7:42 AM,EDSA ERMIN GARCIA,Quezon City,14.628035,121.047229,NB,VEHICULAR ACCIDENT,1,BUS AND TAXI,MMDA ALERT: Vehicular accident at EDSA Ermin Garcia NB involving bus  and taxi as of 7:42 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041474171463655424
758,2018-09-16 00:00:00,7:43 AM,EDSA MAIN AVE.,Quezon City,14.61366,121.053801,SB,VEHICULAR ACCIDENT,1,BUS AND PICK-UP,"MMDA ALERT: Vehicular accident at EDSA Main Ave, SB involving  bus and pick-up as of 7:43 AM. 1 lane occupied MMDA on site. #mmda",https://twitter.com/mmda/status/1041475496419061761
759,2018-09-17 00:00:00,7:55 AM,MINDANAO CONGRESSIONAL,Quezon City,14.667918,121.033972,SB,VEHICULAR ACCIDENT,1,BUS AND CAR,MMDA ALERT: Vehicular accident at Mindanao Congressional SB involving  bus and car as of 7:55 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041477913701502977
760,2018-09-17 00:00:00,8:06 AM,AURORA KATIPUNAN,Quezon City,14.631692,121.074217,WB,MMDA ALERT: Stalled pick-up due to mechanical problem at Aurora Katipunan WB as of 8:06 AM. 1 lane occupied. MMDA enforcer on site. #mmda,1,PICK-UP,MMDA ALERT: Stalled pick-up due to mechanical problem at Aurora Katipunan WB as of 8:06 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041481546212036608
761,2018-09-17 00:00:00,8:16 AM,EDSA MAGALLANES,Makati City,14.540271,121.016837,NB,VEHICULAR ACCIDENT,1,VAN AND AUV,MMDA ALERT: Vehicular accident at EDSA Magallanes NB involving  van and AUV as of 8:16 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041482880210399234
762,2018-09-17 00:00:00,8:16 AM,EDSA MAGALLANES,Makati City,14.540271,121.016837,NB,VEHICULAR ACCIDENT,1,VAN AND AUV,@hearditright MMDA ALERT: Vehicular accident at EDSA Magallanes NB involving  van and AUV as of 8:16 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041485115371606016
763,2018-09-17 00:00:00,8:40 AM,EDSA BIGLANG AWA,Kalookan City,14.657309,120.994468,SB,VEHICULAR ACCIDENT,1,MC AND PUJ,MMDA ALERT: Vehicular accident at EDSA Biglang awa SB involving MC and PUJ as of 8:40 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041488239209656321
764,2018-09-17 00:00:00,8:55 AM,MARIA OROSA P. BURGOS,Manila,14.585217,120.979377,EB,VEHICULAR ACCIDENT,1,MC AND PEDESTRIAN,MMDA ALERT: Vehicular accident at Maria Orosa P. Burgos EB involving MC and pedestrian as of 8:55 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1041493131730968576
765,2018-09-17 00:00:00,9:14 AM,EDSA ORTIGAS,Mandaluyong,14.586681,121.056314,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Ortigas SB as of 9:14 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1041497464669265921
